"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Строительные материалы / Цемент";"2";"2021-11-22";"20,5";"24";"1164";"141";"61";"5,24";"112";"9,62";"93";"7,99";"83,04";"97";"30";"30,93";"268";"38";"14,18";"1230";"918021";"68038";"6,9";"986059";"87,18";"87,18";"800331";"800331";"1210";"464";"427838";"38,35";"30";"0";"94500";"953,5";"640";"116";"7692";"823,4";"556";"4,85";"4,96";"4,77";"4,85";"2";"10,58";"11,05"
"Для праздника / Пиньяты";"2";"2020-05-25";"32,5";"36";"4582";"344";"132";"2,88";"235";"5,13";"174";"3,8";"74,04";"208";"35";"16,83";"444";"38";"8,56";"742";"916705";"316259";"25,65";"1232964";"71,27";"70,71";"653336";"648202";"755";"448";"739305";"59,34";"31";"0";"266774";"2177,08";"1634";"84";"4030";"1420,52";"1458,5";"4,59";"4,84";"4,52";"4,71";"12";"10,58";"12,88"
"Отделочные материалы / Механизмы подъема столешниц";"2";"2020-01-25";"28,5";"32";"851";"125";"92";"10,81";"141";"16,57";"112";"13,16";"79,43";"34";"12";"35,29";"156";"13";"8,33";"1315";"915332";"107188";"10,48";"1022520";"85,82";"84,26";"785538";"771259";"1231";"203";"244408";"16,49";"28";"0";"60800";"2882,34";"1277";"172";"6613";"803,13";"497";"4,9";"4,95";"4,8";"4,85";"22";"6,26";"19,97"
"Декор интерьера / Муляжи книг";"2";"2021-05-05";"29,5";"33";"27798";"1755";"161";"0,58";"273";"0,98";"185";"0,67";"67,77";"76";"16";"21,05";"441";"25";"5,67";"1605";"914815";"981784";"51,77";"1896599";"100";"100";"914815";"914815";"1838";"1186";"649232";"64,53";"34";"0";"89124";"2182,72";"1893,5";"168";"1808";"579,25";"502";"4,81";"4,89";"4,74";"4,75";"1";"nan";"nan"
"Товары для малышей / Детские накидки на стул";"1";"2020-01-25";"26,5";"30";"3250";"316";"164";"5,05";"221";"6,8";"136";"4,18";"61,54";"127";"25";"19,69";"255";"26";"10,2";"815";"914409";"219052";"19,33";"1133461";"78,97";"74,83";"722109";"684252";"1183";"668";"748295";"56,47";"44";"0";"154728";"2873,5";"1651";"376";"3525";"1325,47";"1213,5";"4,83";"4,93";"4,77";"4,86";"11";"6,68";"11,66"
"Мебель корпусная и мебель для хранения / Тумбы для прихожей";"2";"2021-03-22";"26,5";"30";"1615";"112";"66";"4,09";"122";"7,55";"89";"5,51";"72,95";"142";"24";"16,9";"261";"35";"13,41";"285";"914350";"489081";"34,85";"1403431";"93,33";"93,33";"853363";"853363";"229";"104";"499389";"45,41";"24";"0";"99825";"4806,13";"3245";"863";"13278";"3692,09";"3024";"4,75";"4,83";"4,67";"4,71";"18";"3,55";"5,06"
"Сантехника / Комплектующие к полотенцесушителям";"1";"2021-07-01";"27,5";"31";"17879";"4641";"410";"2,29";"588";"3,29";"301";"1,68";"51,19";"147";"44";"29,93";"1187";"88";"7,41";"1083";"913074";"144504";"13,66";"1057578";"92,17";"90,96";"841580";"830532";"1703";"1128";"1400818";"66,24";"47";"0";"634921";"2962,31";"1217";"80";"9188";"1007,53";"802";"4,7";"4,83";"4,64";"4,72";"4";"6,68";"13,16"
"Аксессуары для обуви / Гелевые полустельки";"2";"2020-01-25";"34,5";"38";"36335";"9045";"518";"1,43";"622";"1,71";"262";"0,72";"42,12";"663";"84";"12,67";"925";"111";"12";"3871";"913052";"288748";"24,03";"1201800";"88,99";"88,49";"812525";"807960";"9573";"6819";"2070828";"71,23";"74";"0";"7104";"340,7";"304";"60";"908";"246,21";"221";"4,7";"4,89";"4,59";"4,69";"11";"10,9";"21,42"
"Автозапчасти / Трубы автомобильные";"2";"2021-03-20";"26,5";"30";"25157";"1666";"477";"1,9";"754";"3";"371";"1,47";"49,2";"603";"127";"21,06";"764";"117";"15,31";"836";"911953";"134349";"12,84";"1046302";"87,68";"86,96";"799600";"793034";"1007";"717";"1108918";"71,2";"36";"0";"1056242";"2899,66";"1550";"66";"23180";"1442,99";"969";"4,73";"4,76";"4,69";"4,68";"12";"7,02";"14,19"
"Мототовары / Зеркала для мототехники";"2";"2021-12-05";"26,5";"30";"4555";"1001";"346";"7,6";"453";"9,95";"229";"5,03";"50,55";"132";"53";"40,15";"555";"71";"12,79";"1548";"911921";"211224";"18,81";"1123145";"87,62";"85,71";"799025";"781607";"3581";"2577";"1684841";"71,96";"69";"0";"193865";"1541,86";"1059";"54";"11077";"908,77";"655";"4,67";"4,79";"4,57";"4,65";"3";"8,26";"12,33"
"Книжная продукция и диски / Медиа на USB-накопителе";"2";"2020-01-25";"29,5";"33";"9176";"1171";"137";"1,49";"196";"2,14";"120";"1,31";"61,22";"49";"9";"18,37";"236";"19";"8,05";"585";"911768";"535051";"36,98";"1446819";"100";"100";"911768";"911768";"672";"331";"519934";"49,26";"34";"0";"233427";"3167,33";"1481,5";"402";"6949";"1901,49";"1393";"4,72";"4,71";"4,68";"4,57";"3";"8,12";"12,76"
"Техника для кухни / Втулки для мясорубок";"1";"2020-11-25";"19,5";"23";"3142";"377";"358";"11,39";"547";"17,41";"382";"12,16";"69,84";"200";"84";"42";"349";"97";"27,79";"4102";"911521";"134623";"12,87";"1046144";"93,92";"93,03";"856101";"847988";"9900";"6602";"1377025";"66,69";"72";"0";"161255";"1001,68";"384";"32";"7220";"273,95";"208";"4,77";"4,87";"4,68";"4,74";"8";"9,21";"17,96"
"Автозапчасти / Датчики положения коленвала";"1";"2020-08-05";"26,5";"30";"33794";"4283";"796";"2,36";"1085";"3,21";"446";"1,32";"41,11";"364";"103";"28,3";"655";"135";"20,61";"1453";"909991";"222007";"19,61";"1131998";"71,23";"67,12";"648187";"610786";"1734";"1217";"1358040";"70,18";"36";"0";"195434";"2082,25";"1551,5";"158";"14684";"1120,43";"849";"4,43";"4,64";"4,39";"4,56";"5";"6,5";"12,25"
"Спортивные аксессуары / Повязки капитанские";"1";"2020-01-25";"29,5";"33";"2407";"327";"151";"6,27";"250";"10,39";"214";"8,89";"85,6";"79";"28";"35,44";"279";"40";"14,34";"2771";"909577";"72039";"7,34";"981616";"88,89";"88,89";"808523";"808523";"4325";"2573";"951738";"59,49";"47";"0";"11944";"698,19";"464";"63";"4775";"509,45";"264";"4,85";"4,96";"4,78";"4,87";"7";"11,65";"22,81"
"Аксессуары / Клипсы и расширители для пояса";"2";"2020-01-25";"34,5";"38";"5167";"1182";"165";"3,19";"190";"3,68";"165";"3,19";"86,84";"51";"17";"33,33";"242";"32";"13,22";"3326";"908687";"94973";"9,46";"1003660";"50";"50";"454344";"454344";"8418";"5620";"1388179";"66,76";"76";"0";"280112";"5704,43";"774";"98";"1459";"312,2";"235";"4,75";"4,78";"4,65";"4,68";"4";"7,11";"40,24"
"Ювелирные украшения / Ювелирные иконы";"2";"2020-01-25";"33";"33";"2329";"1021";"97";"4,16";"114";"4,89";"57";"2,45";"50";"37";"11";"29,73";"97";"11";"11,34";"147";"904639";"271626";"23,09";"1176265";"100";"100";"904639";"904639";"545";"411";"2323166";"75,41";"111";"0";"311661";"3769,66";"978";"754";"36279";"7776,32";"4874";"4,93";"5";"4,92";"4,97";"0";"0";"0"
"Телевизоры и аудиотехника / Музыкальные проигрыватели";"2";"2020-01-25";"27,5";"31";"10203";"1495";"81";"0,79";"123";"1,21";"48";"0,47";"39,02";"357";"18";"5,04";"1191";"35";"2,94";"105";"902862";"2166272";"70,58";"3069134";"80";"80";"722290";"722290";"301";"257";"3172678";"85,38";"86";"0";"6946800";"10004,55";"3565";"489";"53621";"12878,62";"8536";"4,6";"4,84";"4,55";"4,73";"13";"4,05";"6,22"
"Для праздника / Жидкости для генераторов дыма";"2";"2020-07-09";"28,5";"32";"2819";"44";"36";"1,28";"66";"2,34";"44";"1,56";"66,67";"156";"15";"9,62";"236";"19";"8,05";"631";"901502";"141616";"13,58";"1043118";"0";"0";"0";"0";"551";"70";"182577";"12,7";"26";"0";"216000";"2007,28";"434";"478";"5279";"1579,23";"1531";"4,47";"4,82";"4,41";"4,72";"1";"10,48";"6,55"
"Спортивный товар / Координационные лестницы";"1";"2020-01-25";"27,5";"31";"2251";"501";"54";"2,4";"79";"3,51";"54";"2,4";"68,35";"144";"27";"18,75";"428";"29";"6,78";"1107";"900639";"72873";"7,49";"973512";"50";"50";"450320";"450320";"1687";"744";"614478";"44,1";"46";"0";"1647000";"2793,96";"1231";"241";"5045";"1001,89";"688,5";"4,82";"4,96";"4,72";"4,86";"3";"9,38";"5,72"
"Спецодежда и СИЗы / Стекла для сварочных масок";"1";"2021-08-31";"28,5";"32";"3616";"243";"216";"5,97";"339";"9,38";"243";"6,72";"71,68";"108";"40";"37,04";"346";"52";"15,03";"2365";"900425";"99921";"9,99";"1000346";"94,54";"94,54";"851262";"851262";"2518";"1054";"489837";"41,86";"32";"0";"125999";"1335,2";"533";"73";"2650";"433,84";"336";"4,87";"4,93";"4,8";"4,84";"4";"8,54";"13,3"
"Ручной инструмент и оснастка / Кернеры";"2";"2020-01-25";"26,5";"30";"5794";"1052";"198";"3,42";"246";"4,25";"179";"3,09";"72,76";"228";"66";"28,95";"872";"91";"10,44";"3262";"898496";"186760";"17,21";"1085256";"94,83";"94,6";"852044";"849977";"5631";"2933";"785260";"52,09";"52";"0";"312500";"1249,89";"622";"87";"2283";"346,24";"230";"4,76";"4,84";"4,67";"4,7";"19";"8,22";"22,82"
"Строительные материалы / Герметизирующие кровельные ленты";"2";"2020-10-29";"20,5";"24";"7017";"1223";"241";"3,43";"362";"5,16";"216";"3,08";"59,67";"209";"33";"15,79";"728";"60";"8,24";"1402";"897834";"78006";"7,99";"975840";"77,78";"77,78";"698335";"698335";"2647";"1583";"1315276";"59,8";"57";"0";"222750";"1792,07";"905";"117";"3024";"809,58";"628";"4,85";"4,93";"4,79";"4,82";"9";"5,1";"8,21"
"Продукты / Полба";"2";"2020-01-25";"16,5";"20";"729";"21";"46";"6,31";"76";"10,43";"63";"8,64";"82,89";"102";"25";"24,51";"219";"34";"15,53";"4659";"897212";"24880";"2,7";"922092";"76,92";"76,92";"690135";"690135";"3364";"307";"57752";"9,13";"22";"0";"75100";"845,96";"529";"76";"2581";"472,94";"416";"4,82";"4,97";"4,75";"4,86";"44";"12";"36,14"
"Товары для взрослых / Юбки эротик";"1";"2020-01-25";"29,5";"33";"4638";"1363";"51";"1,1";"58";"1,25";"47";"1,01";"81,03";"51";"15";"29,41";"285";"16";"5,61";"1063";"896938";"73297";"7,55";"970235";"74,83";"74,69";"671179";"669923";"2403";"970";"946735";"40,37";"68";"0";"18406";"1156,03";"1067";"490";"2142";"1103,15";"1042";"4,6";"4,7";"4,56";"4,66";"67";"4,99";"36,32"
"Сантехника / Теплоизоляция для труб";"2";"2020-08-04";"27,5";"31";"7070";"1438";"421";"5,95";"644";"9,11";"398";"5,63";"61,8";"87";"30";"34,48";"426";"63";"14,79";"2296";"895086";"289494";"24,44";"1184580";"100";"100";"895086";"895086";"2667";"2008";"16970578";"75,29";"35";"0";"1113660";"1670,15";"909,5";"75";"5125";"715,53";"488,5";"4,87";"4,89";"4,81";"4,81";"5";"12,73";"13,08"
"Профессиональные музыкальные инструменты / Пэды тренировочные";"2";"2020-02-01";"28,5";"32";"1864";"181";"67";"3,59";"98";"5,26";"57";"3,06";"58,16";"106";"26";"24,53";"232";"26";"11,21";"965";"895017";"562710";"38,6";"1457727";"88,11";"87,57";"788599";"783766";"1273";"598";"822746";"46,98";"40";"0";"228000";"3086,8";"1948";"500";"6084";"1692";"952";"4,79";"4,9";"4,72";"4,81";"16";"15,33";"29,27"
"Спортивная одежда / Термошорты спортивные";"2";"2020-01-25";"34,5";"38";"205";"6";"56";"27,32";"62";"30,24";"30";"14,63";"48,39";"42";"14";"33,33";"55";"16";"29,09";"666";"894905";"128336";"12,54";"1023241";"66,11";"63,33";"591622";"566743";"663";"210";"272787";"31,67";"30";"0";"15053";"2508,58";"1738";"266";"15053";"2239,77";"1208";"4,74";"4,91";"4,66";"4,81";"49";"8,9";"41,23"
"Масла и технические жидкости / Промывки масляной системы";"2";"2020-01-25";"26,5";"30";"4473";"460";"120";"2,68";"180";"4,02";"109";"2,44";"60,56";"181";"41";"22,65";"584";"60";"10,27";"2053";"893188";"52032";"5,5";"945220";"89,58";"89,58";"800118";"800118";"4006";"2658";"1462360";"66,35";"59";"0";"579291";"1329,64";"756";"190";"4321";"781,14";"640";"4,83";"4,99";"4,76";"4,89";"19";"7,7";"15,81"
"Рукоделие / Счетчики рядов";"2";"2020-01-25";"24,5";"28";"3659";"738";"108";"2,95";"223";"6,09";"171";"4,67";"76,68";"186";"43";"23,12";"516";"60";"11,63";"5063";"891417";"383893";"30,1";"1275310";"90,95";"90,48";"810744";"806554";"2785";"685";"187855";"24,6";"17";"0";"110586";"919,23";"567";"78";"4208";"447,44";"232";"4,85";"4,91";"4,77";"4,81";"12";"8,91";"16,54"
"Аксессуары / Багажные бирки";"2";"2020-01-25";"34,5";"38";"7838";"1919";"397";"5,07";"469";"5,98";"343";"4,38";"73,13";"157";"44";"28,03";"628";"65";"10,35";"2953";"890549";"186351";"17,3";"1076900";"85,38";"84,21";"760351";"749931";"9996";"7362";"2088991";"73,65";"102";"0";"181406";"2696,62";"659";"69";"5369";"390,96";"212";"4,9";"4,96";"4,84";"4,91";"6";"7,65";"13,33"
"Сантехника / Поддоны для душа";"2";"2021-03-18";"27,5";"31";"8072";"730";"79";"0,98";"142";"1,76";"94";"1,16";"66,2";"144";"30";"20,83";"416";"37";"8,89";"410";"890300";"680496";"43,32";"1570796";"75,76";"74,24";"674491";"660959";"260";"173";"1085366";"66,54";"19";"0";"315000";"23898,21";"22414,5";"203";"33265";"5834,78";"2069";"4,6";"4,72";"4,54";"4,61";"14";"6,19";"3,97"
"Мототовары / Коленвалы для мототехники";"3";"2021-05-27";"26,5";"30";"6713";"608";"802";"11,95";"951";"14,17";"241";"3,59";"25,34";"65";"21";"32,31";"170";"29";"17,06";"414";"890157";"259159";"22,55";"1149316";"80,77";"80,77";"718980";"718980";"1137";"986";"1657460";"86,72";"82";"0";"60800";"1564,13";"749";"95";"7514";"1936,07";"1559";"4,48";"4,55";"4,45";"4,5";"2";"13,7";"11,5"
"Здоровье / Держатели медицинские";"2";"2021-08-26";"25,5";"29";"3612";"1003";"172";"4,76";"245";"6,78";"155";"4,29";"63,27";"101";"31";"30,69";"621";"49";"7,89";"1200";"888491";"223188";"20,08";"1111679";"87,8";"87,8";"780095";"780095";"1244";"603";"832776";"48,47";"31";"0";"69100";"2048,22";"1204";"108";"11976";"1406,89";"817";"4,83";"4,84";"4,79";"4,77";"9";"9,18";"22,11"
"Спортивный товар / Аксессуары для газовых ламп";"2";"2020-10-01";"27,5";"31";"4530";"520";"38";"0,84";"67";"1,48";"53";"1,17";"79,1";"61";"15";"24,59";"384";"25";"6,51";"2072";"887724";"32647";"3,55";"920371";"75";"75";"665793";"665793";"1933";"496";"261348";"25,66";"28";"0";"337500";"1606,34";"980,5";"155";"3790";"890,06";"440";"4,86";"4,94";"4,77";"4,79";"1";"nan";"nan"
"Товары для малышей / Подножки для колясок";"2";"2020-10-03";"26,5";"30";"692";"246";"6";"0,87";"13";"1,88";"12";"1,73";"92,31";"45";"7";"15,56";"174";"10";"5,75";"227";"885102";"168845";"16,02";"1053947";"100";"100";"885102";"885102";"316";"58";"228982";"18,35";"42";"0";"213418";"2810,87";"1080";"1756";"10035";"4520";"2956,5";"4,75";"4,92";"4,6";"4,68";"2";"2,85";"4,69"
"Продукты / Вина безалкогольные";"2";"2020-04-20";"21,5";"25";"799";"29";"78";"9,76";"146";"18,27";"116";"14,52";"79,45";"134";"41";"30,6";"105";"22";"20,95";"781";"884466";"213278";"19,43";"1097744";"89,39";"89,32";"790624";"790005";"2756";"2085";"3152535";"75,65";"106";"0";"75100";"1697,36";"1245";"234";"2692";"1232,58";"1030,5";"4,7";"4,92";"4,59";"4,72";"110";"11,02";"12,48"
"Товары для малышей / Чехлы для шезлонга";"1";"2021-04-19";"26,5";"30";"2211";"1365";"14";"0,63";"28";"1,27";"17";"0,77";"60,71";"38";"5";"13,16";"176";"5";"2,84";"1395";"880528";"299569";"25,39";"1180097";"100";"100";"880528";"880528";"44";"18";"20229";"40,91";"1";"0";"16756";"837,28";"441";"450";"1016";"793,82";"734";"4,81";"4,82";"4,71";"4,7";"nan";"nan";"nan"
"Здоровье / Зажимы медицинские";"2";"2021-04-24";"25,5";"29";"456";"22";"96";"21,05";"126";"27,63";"84";"18,42";"66,67";"37";"17";"45,95";"69";"21";"30,43";"1712";"879268";"112489";"11,34";"991757";"90,6";"90,6";"796617";"796617";"1487";"368";"253914";"24,75";"26";"0";"9001";"1164,87";"898";"107";"2722";"623,11";"513,5";"4,87";"4,96";"4,8";"4,86";"3";"14,76";"16,35"
"Продукты / Пасты соевые";"1";"2020-01-27";"21,5";"25";"765";"21";"51";"6,67";"110";"14,38";"97";"12,68";"88,18";"84";"30";"35,71";"131";"35";"26,72";"1846";"878741";"540632";"38,09";"1419373";"93,54";"93,29";"821974";"819777";"1428";"538";"227128";"37,68";"23";"0";"56181";"951,34";"541";"211";"2075";"594,68";"533";"4,81";"4,94";"4,7";"4,8";"14";"12,89";"22,41"
"Продукты / Хлопья гречневые";"1";"2020-01-25";"16,5";"20";"1058";"57";"45";"4,25";"72";"6,81";"55";"5,2";"76,39";"96";"23";"23,96";"242";"38";"15,7";"8256";"878294";"46323";"5,01";"924617";"94,1";"94,1";"826475";"826475";"9478";"2747";"476032";"28,98";"34";"0";"75100";"940,29";"535";"77";"10605";"664,62";"364";"4,81";"5";"4,75";"4,93";"27";"17,61";"43,18"
"Автозапчасти / Топливозаправочные системы";"2";"2022-05-27";"26,5";"30";"3267";"479";"367";"11,23";"483";"14,78";"263";"8,05";"54,45";"191";"42";"21,99";"352";"48";"13,64";"1070";"877817";"110728";"11,2";"988545";"76,19";"76,19";"668809";"668809";"4798";"4095";"3825403";"85,35";"135";"0";"187500";"3182,31";"1345";"52";"16103";"1242,09";"640";"4,77";"4,87";"4,71";"4,79";"1";"10,07";"5,03"
"Мототовары / Амортизаторы для мототехники";"2";"2021-06-10";"26,5";"30";"5064";"946";"243";"4,8";"372";"7,35";"200";"3,95";"53,76";"120";"44";"36,67";"469";"58";"12,37";"462";"877680";"916057";"51,07";"1793737";"66,67";"64,1";"585149";"562593";"927";"699";"1060227";"75,4";"60";"0";"65681";"3940,25";"2277";"122";"34136";"2800,34";"1937,5";"4,55";"4,65";"4,49";"4,56";"6";"6,34";"11,83"
"Товары для малышей / Ленты для конверта новорожденного";"2";"2020-01-25";"26,5";"30";"1076";"140";"195";"18,12";"242";"22,49";"219";"20,35";"90,5";"76";"24";"31,58";"163";"25";"15,34";"1948";"876053";"99521";"10,2";"975574";"66,15";"64,62";"579509";"566105";"2850";"1460";"675546";"51,23";"44";"0";"4215";"614,85";"436";"202";"1388";"496,29";"506";"4,95";"4,97";"4,87";"4,88";"1";"nan";"nan"
"Автозапчасти / Коллекторы автомобильные";"2";"2021-04-21";"26,5";"30";"6142";"325";"224";"3,65";"344";"5,6";"180";"2,93";"52,33";"246";"34";"13,82";"371";"57";"15,36";"513";"873977";"139066";"13,73";"1013043";"84,96";"83,29";"742531";"727935";"789";"583";"1388401";"73,89";"46";"0";"236045";"4733,38";"2246,5";"161";"25968";"2926,37";"2098,5";"4,65";"4,7";"4,62";"4,63";"6";"6,97";"14,99"
"Аксессуары для волос / Приспособления для плетения кос";"1";"2020-01-25";"34,5";"38";"2076";"389";"115";"5,54";"186";"8,96";"144";"6,94";"77,42";"198";"33";"16,67";"398";"42";"10,55";"2420";"872729";"240274";"21,59";"1113003";"85,71";"82,61";"748016";"720961";"2367";"785";"199455";"33,16";"29";"0";"69800";"1122,36";"539";"72";"5076";"807,08";"327";"4,6";"4,81";"4,51";"4,68";"32";"19,48";"26,36"
"Ручной инструмент и оснастка / Ступени";"2";"2022-03-05";"31,5";"35";"3115";"179";"193";"6,2";"251";"8,06";"109";"3,5";"43,43";"97";"17";"17,53";"177";"27";"15,25";"379";"871480";"248409";"22,18";"1119889";"100";"100";"871480";"871480";"764";"622";"1879964";"81,41";"60";"0";"302864";"5064,59";"3398";"360";"8195";"2598,87";"1982";"4,72";"4,78";"4,67";"4,73";"2";"2,79";"nan"
"Спортивный товар / Лезвия для коньков";"2";"2021-12-11";"27,5";"31";"1421";"601";"97";"6,83";"117";"8,23";"71";"5";"60,68";"32";"16";"50";"211";"13";"6,16";"214";"871390";"261789";"23,1";"1133179";"76,19";"76,19";"663912";"663912";"461";"287";"1370961";"62,26";"65";"0";"60800";"2293,04";"1148";"1473";"13451";"4367,97";"3950";"4,54";"4,75";"4,5";"4,69";"15";"2,77";"6,1"
"Мототовары / Фары для мототехники";"2";"2022-01-16";"26,5";"30";"14288";"6612";"300";"2,1";"409";"2,86";"174";"1,22";"42,54";"154";"31";"20,13";"1144";"55";"4,81";"666";"870765";"348210";"28,57";"1218975";"78,04";"75,19";"679545";"654728";"1599";"1091";"1364487";"68,23";"72";"0";"554889";"4052,45";"1090";"101";"7381";"1475,95";"1085";"4,54";"4,69";"4,48";"4,61";"11";"7,02";"8,22"
